idx,class,conversation
2089,일상 대화,"좋은 아침
파일 공유해줄 수 있어??
그거 말한 거 맞지?!
확인했어
감사합니다
내일 보자
좋은 저녁
오늘까지 가능해??
그거 말한 거 맞지?
알겠어"
2090,일상 대화,"좋은 아침
뭐 해??
내일 잠깐 볼 수 있어?
혹시 다시 한 번 보내줄래?
넵
조심히 들어가
하이
시간 괜찮아??
주말에 뭐 할 거야??
그거 말한 거 맞지??"
2091,일상 대화,"안녕
시간 괜찮아?
점심 뭐 먹을까??
혹시 다시 한 번 보내줄래?!
응응
내일 보자
오랜만
뭐 해??
오늘 저녁 시간 돼?
그거 말한 거 맞지?"
2092,일상 대화,"좋은 저녁
바빠?
내일 잠깐 볼 수 있어?
그거 말한 거 맞지??
확인했어
좋은 하루 보내
좋은 아침
지금 어디야?
내일 잠깐 볼 수 있어?
그럼 몇 시가 좋아?
오케이 ㅎㅎ
조심히 들어가 ㅎㅎ
안녕"
2093,일상 대화,"안녕
비 온대 ㅎㅎ
오늘 일정 어때??
커피 한 잔 할래?!
넵
좋은 하루 보내
오랜만
날씨 진짜 좋다 ㅎㅎ
바빠?
내일 잠깐 볼 수 있어?
알겠어"
2094,일상 대화,"안녕 ㅎㅎ
이번 주 마감 괜찮겠어? ㅎㅎ
그거 말한 거 맞지??
응응 ㅎㅎ
고마워!
나중에 봐
좋은 저녁"
2095,일상 대화,"좋은 저녁!
바빠? ㅎㅎ
주말에 뭐 할 거야?
그럼 몇 시가 좋아? ㅎㅎ
확인했어
그럼 이따 연락할게 ㅎㅎ
안녕하세요
뭐 해??
내일 잠깐 볼 수 있어??
장소는 어디로 할까??
넵"
2096,일상 대화,"좋은 아침
배송은 빨라?
그거 말한 거 맞지?
넵
땡큐
좋은 하루 보내
좋은 아침 ㅎㅎ
사이즈 어때?
혹시 다시 한 번 보내줄래?
넵"
2097,일상 대화,"안녕
그 건 일정 어떻게 돼??
장소는 어디로 할까?
오케이
땡큐 ㅎㅎ
조심히 들어가
안녕
이번 주 마감 괜찮겠어?
혹시 다시 한 번 보내줄래??
알겠어 ㅎㅎ"
2098,일상 대화,"안녕
시간 괜찮아?
오늘 저녁 시간 돼? ㅎㅎ
그럼 몇 시가 좋아?
알겠어
그럼 이따 연락할게!
안녕하세요
지금 어디야??
내일 잠깐 볼 수 있어??
그럼 몇 시가 좋아?"
2099,일상 대화,"오랜만
스터디 언제 할래? ㅎㅎ
그럼 몇 시가 좋아?
오케이 ㅎㅎ
고마워!
그럼 이따 연락할게
좋은 아침
수업 자료 봤어?
정확히 뭐가 필요한 거야??
넵"
2100,일상 대화,"안녕하세요
교수님 공지 봤어?
그럼 몇 시가 좋아?
좋아
고마워!
조심히 들어가!
안녕하세요"
2101,일상 대화,"안녕
오늘 일정 어때?
오늘 저녁 시간 돼?
장소는 어디로 할까??
좋아 ㅎㅎ!
나중에 봐!
좋은 아침
뭐 해?
커피 한 잔 할래?
그럼 몇 시가 좋아??"
2102,일상 대화,"안녕하세요
교수님 공지 봤어?
그럼 몇 시가 좋아?
오케이
덕분에 살았다
나중에 봐
좋은 아침
수업 자료 봤어?!
정확히 뭐가 필요한 거야?
확인했어!"
2103,일상 대화,"오랜만
뭐 해?
오늘 저녁 시간 돼??
정확히 뭐가 필요한 거야?
오케이
좋은 하루 보내
오랜만
뭐 해?
커피 한 잔 할래?
장소는 어디로 할까?"
2104,일상 대화,"안녕
스터디 언제 할래??
그럼 몇 시가 좋아?
넵
고마워!
그럼 이따 연락할게
좋은 아침
과제 어디까지 했어?
정확히 뭐가 필요한 거야??
응응"
2105,일상 대화,"하이
비 온대
시간 괜찮아??
점심 뭐 먹을까??
확인했어
나중에 봐
하이
오늘 춥다
지금 어디야?? ㅎㅎ
내일 잠깐 볼 수 있어?
좋아
나중에 봐
안녕하세요
날씨 진짜 좋다"
2106,일상 대화,"안녕하세요
지금 어디야?
주말에 뭐 할 거야? ㅎㅎ
장소는 어디로 할까?
좋아
좋은 하루 보내
좋은 아침
뭐 해?
내일 잠깐 볼 수 있어?
정확히 뭐가 필요한 거야??
응응
내일 보자"
2107,일상 대화,"하이
날씨 진짜 좋다
시간 괜찮아?
점심 뭐 먹을까??
확인했어
나중에 봐
좋은 저녁
비 온대
오늘 일정 어때?
내일 잠깐 볼 수 있어?
넵
조심히 들어가"
2108,일상 대화,"오랜만
시간 괜찮아? ㅎㅎ
점심 뭐 먹을까?
장소는 어디로 할까??
오케이
내일 보자 ㅎㅎ
좋은 저녁
오늘 일정 어때??
내일 잠깐 볼 수 있어?
그럼 몇 시가 좋아?"
2109,일상 대화,"좋은 저녁
날씨 진짜 좋다
바빠??
오늘 저녁 시간 돼?
확인했어 ㅎㅎ
조심히 들어가
안녕하세요
비 온대
오늘 일정 어때?
점심 뭐 먹을까?"
2110,일상 대화,"오랜만!
비 온대 ㅎㅎ!
바빠?
오늘 저녁 시간 돼??
넵
좋은 하루 보내
하이
날씨 진짜 좋다
오늘 일정 어때?
내일 잠깐 볼 수 있어? ㅎㅎ"
2111,일상 대화,"안녕
사이즈 어때?!
그럼 몇 시가 좋아??
응응
고마워!
그럼 이따 연락할게
하이
배송은 빨라?
정확히 뭐가 필요한 거야?!"
2112,일상 대화,"좋은 저녁 ㅎㅎ!
뭐 해? ㅎㅎ
주말에 뭐 할 거야?
그럼 몇 시가 좋아??
넵
나중에 봐 ㅎㅎ!
오랜만
바빠?
오늘 저녁 시간 돼?!
혹시 다시 한 번 보내줄래?
좋아
나중에 봐!
안녕
오늘 일정 어때? ㅎㅎ"
2113,일상 대화,"좋은 저녁
수업 자료 봤어??
그거 말한 거 맞지?
응응 ㅎㅎ
땡큐
조심히 들어가
하이
시험 범위 정리했어?
그거 말한 거 맞지?"
2114,일상 대화,"좋은 저녁 ㅎㅎ
추천해줄 만해?
정확히 뭐가 필요한 거야?
확인했어
고마워!
그럼 이따 연락할게
안녕
가격 괜찮아? ㅎㅎ
그럼 몇 시가 좋아?
알겠어"
2115,일상 대화,"안녕
바빠?
내일 잠깐 볼 수 있어?
그럼 몇 시가 좋아?? ㅎㅎ
확인했어
조심히 들어가
안녕하세요
지금 어디야?!
오늘 저녁 시간 돼??
그거 말한 거 맞지?"
2116,일상 대화,"오랜만 ㅎㅎ
교수님 공지 봤어?
그거 말한 거 맞지??
좋아
땡큐!
내일 보자
하이
과제 어디까지 했어?
그거 말한 거 맞지?
넵"
2117,일상 대화,"하이
파일 공유해줄 수 있어??
그거 말한 거 맞지?
좋아
진짜 고마워
조심히 들어가 ㅎㅎ
안녕
오늘까지 가능해?
혹시 다시 한 번 보내줄래?
응응
땡큐"
2118,일상 대화,"하이!
추천해줄 만해? ㅎㅎ
그럼 몇 시가 좋아?
알겠어
감사합니다
내일 보자
안녕하세요
배송은 빨라??
혹시 다시 한 번 보내줄래?
오케이"
2119,일상 대화,"하이
수업 자료 봤어?
그거 말한 거 맞지?? ㅎㅎ
좋아
덕분에 살았다
나중에 봐
안녕!
수업 자료 봤어?? ㅎㅎ
장소는 어디로 할까?
응응"
2120,일상 대화,"안녕하세요
오늘까지 가능해?
장소는 어디로 할까?!
확인했어 ㅎㅎ
진짜 고마워
조심히 들어가
안녕하세요
파일 공유해줄 수 있어?
장소는 어디로 할까?
넵"
2121,일상 대화,"안녕하세요
추천해줄 만해?? ㅎㅎ
정확히 뭐가 필요한 거야?
좋아
진짜 고마워
좋은 하루 보내
안녕하세요 ㅎㅎ
가격 괜찮아?
장소는 어디로 할까?
넵"
2122,일상 대화,"안녕하세요
이번 주 마감 괜찮겠어?
혹시 다시 한 번 보내줄래??
좋아 ㅎㅎ
진짜 고마워
나중에 봐
좋은 저녁!
파일 공유해줄 수 있어?
정확히 뭐가 필요한 거야?
확인했어
땡큐 ㅎㅎ"
2123,일상 대화,"오랜만
수업 자료 봤어?
정확히 뭐가 필요한 거야??
응응
진짜 고마워
내일 보자
좋은 저녁
시험 범위 정리했어?
그럼 몇 시가 좋아?
응응"
2124,일상 대화,"좋은 아침!
배송은 빨라?
장소는 어디로 할까?!
응응
덕분에 살았다
내일 보자
좋은 아침
그거 어디서 샀어??
그럼 몇 시가 좋아?
오케이"
2125,일상 대화,"오랜만
오늘까지 가능해?
정확히 뭐가 필요한 거야?
좋아 ㅎㅎ
고마워!
내일 보자
좋은 저녁!
오늘까지 가능해?
혹시 다시 한 번 보내줄래?
확인했어"
2126,일상 대화,"좋은 저녁
오늘 일정 어때??
커피 한 잔 할래?
장소는 어디로 할까?
응응
조심히 들어가!
오랜만
시간 괜찮아?
오늘 저녁 시간 돼??
정확히 뭐가 필요한 거야?!"
2127,일상 대화,"하이
오늘 춥다
바빠?
오늘 저녁 시간 돼??
오케이
나중에 봐
하이
비 온대
바빠?
오늘 저녁 시간 돼?"
2128,일상 대화,"안녕하세요
비 온대
시간 괜찮아?
내일 잠깐 볼 수 있어??
알겠어
좋은 하루 보내 ㅎㅎ
안녕
비 온대
뭐 해??
내일 잠깐 볼 수 있어?"
2129,일상 대화,"좋은 아침
그 건 일정 어떻게 돼?
혹시 다시 한 번 보내줄래??
응응
진짜 고마워
조심히 들어가!
오랜만
파일 공유해줄 수 있어?
그럼 몇 시가 좋아??
오케이"
2130,일상 대화,"안녕
과제 어디까지 했어?
정확히 뭐가 필요한 거야??
넵
땡큐
그럼 이따 연락할게
안녕
스터디 언제 할래?
혹시 다시 한 번 보내줄래?
알겠어"
2131,일상 대화,"좋은 아침
지금 어디야?
주말에 뭐 할 거야??
그거 말한 거 맞지??
오케이
그럼 이따 연락할게
안녕
오늘 일정 어때?
주말에 뭐 할 거야??!
장소는 어디로 할까?
응응
내일 보자
하이
뭐 해?
주말에 뭐 할 거야??
장소는 어디로 할까?"
2132,일상 대화,"좋은 저녁
추천해줄 만해??
정확히 뭐가 필요한 거야?
좋아!
감사합니다
내일 보자
좋은 저녁
그거 어디서 샀어?"
2133,일상 대화,"좋은 저녁
이번 주 마감 괜찮겠어?
그거 말한 거 맞지??
확인했어
땡큐
나중에 봐
안녕
회의 자료 다 됐어??!
정확히 뭐가 필요한 거야??
확인했어"
2134,일상 대화,"오랜만 ㅎㅎ
오늘까지 가능해??
그럼 몇 시가 좋아??
알겠어
진짜 고마워
좋은 하루 보내 ㅎㅎ
하이
오늘까지 가능해??"
2135,일상 대화,"하이
스터디 언제 할래?
정확히 뭐가 필요한 거야?
알겠어
진짜 고마워
좋은 하루 보내
좋은 아침
수업 자료 봤어? ㅎㅎ
그럼 몇 시가 좋아?
오케이!"
2136,일상 대화,"하이
교수님 공지 봤어?
정확히 뭐가 필요한 거야?
넵
진짜 고마워
내일 보자
좋은 아침
교수님 공지 봤어??
그럼 몇 시가 좋아?
알겠어!"
2137,일상 대화,"좋은 저녁
파일 공유해줄 수 있어?
혹시 다시 한 번 보내줄래?
오케이
고마워!
그럼 이따 연락할게
안녕하세요
오늘까지 가능해?
그럼 몇 시가 좋아??
응응"
2138,일상 대화,"안녕하세요
과제 어디까지 했어??
정확히 뭐가 필요한 거야? ㅎㅎ
확인했어
감사합니다
나중에 봐
안녕하세요
수업 자료 봤어?
그거 말한 거 맞지?
오케이
땡큐"
2139,일상 대화,"안녕
과제 어디까지 했어?
장소는 어디로 할까??
확인했어 ㅎㅎ
진짜 고마워
그럼 이따 연락할게
좋은 저녁
스터디 언제 할래??
그럼 몇 시가 좋아?
확인했어"
2140,일상 대화,"하이
회의 자료 다 됐어?
그럼 몇 시가 좋아?
오케이
진짜 고마워
좋은 하루 보내!
하이
그 건 일정 어떻게 돼?
그거 말한 거 맞지??
좋아"
2141,일상 대화,"좋은 저녁
그 건 일정 어떻게 돼?!
정확히 뭐가 필요한 거야?
좋아 ㅎㅎ
땡큐
내일 보자
좋은 저녁
이번 주 마감 괜찮겠어?
혹시 다시 한 번 보내줄래?"
2142,일상 대화,"안녕하세요!
바빠?
점심 뭐 먹을까?
정확히 뭐가 필요한 거야?
알겠어 ㅎㅎ
조심히 들어가
하이
지금 어디야?
주말에 뭐 할 거야?
장소는 어디로 할까?"
2143,일상 대화,"좋은 저녁
시험 범위 정리했어??
정확히 뭐가 필요한 거야??
오케이
땡큐
좋은 하루 보내
안녕
교수님 공지 봤어?
그거 말한 거 맞지?
응응"
2144,일상 대화,"오랜만!
이번 주 마감 괜찮겠어?
장소는 어디로 할까?
확인했어
진짜 고마워
좋은 하루 보내
좋은 저녁 ㅎㅎ
이번 주 마감 괜찮겠어?
정확히 뭐가 필요한 거야?
알겠어"
2145,일상 대화,"안녕하세요
비 온대
뭐 해?
점심 뭐 먹을까??
넵
그럼 이따 연락할게
안녕하세요
오늘 춥다
뭐 해?!
커피 한 잔 할래? ㅎㅎ!"
2146,일상 대화,"안녕하세요
비 온대
시간 괜찮아?
주말에 뭐 할 거야??
알겠어!
그럼 이따 연락할게
좋은 아침
오늘 춥다!
지금 어디야??
내일 잠깐 볼 수 있어? ㅎㅎ
넵"
2147,일상 대화,"오랜만
회의 자료 다 됐어?
장소는 어디로 할까?
오케이
덕분에 살았다 ㅎㅎ
내일 보자 ㅎㅎ
안녕하세요
오늘까지 가능해??
그거 말한 거 맞지?"
2148,일상 대화,"좋은 아침
파일 공유해줄 수 있어??
그럼 몇 시가 좋아?
넵 ㅎㅎ
진짜 고마워
내일 보자
오랜만
그 건 일정 어떻게 돼??
그거 말한 거 맞지?
오케이"
2149,일상 대화,"오랜만
교수님 공지 봤어?
장소는 어디로 할까??
응응
감사합니다 ㅎㅎ
나중에 봐 ㅎㅎ
안녕하세요
시험 범위 정리했어?
혹시 다시 한 번 보내줄래?
오케이"
2150,일상 대화,"안녕하세요
추천해줄 만해?
그럼 몇 시가 좋아??
응응
진짜 고마워
그럼 이따 연락할게
안녕하세요 ㅎㅎ
배송은 빨라?
정확히 뭐가 필요한 거야?
오케이"
2151,일상 대화,"하이!
그 건 일정 어떻게 돼?
그럼 몇 시가 좋아?? ㅎㅎ
오케이
고마워!
나중에 봐
안녕
오늘까지 가능해?
혹시 다시 한 번 보내줄래??
응응
고마워!
내일 보자"
2152,일상 대화,"오랜만
날씨 진짜 좋다
뭐 해?
오늘 저녁 시간 돼??
확인했어
내일 보자
안녕하세요
비 온대
오늘 일정 어때?
커피 한 잔 할래?
오케이
조심히 들어가"
2153,일상 대화,"좋은 아침 ㅎㅎ
오늘 일정 어때??
점심 뭐 먹을까? ㅎㅎ
그럼 몇 시가 좋아?!
확인했어
그럼 이따 연락할게
좋은 아침
시간 괜찮아? ㅎㅎ
커피 한 잔 할래??
그럼 몇 시가 좋아?"
2154,일상 대화,"안녕하세요
지금 어디야?
점심 뭐 먹을까?
그거 말한 거 맞지?
응응
나중에 봐
좋은 저녁
지금 어디야?
점심 뭐 먹을까?
그거 말한 거 맞지??
응응
조심히 들어가"
2155,일상 대화,"좋은 저녁
추천해줄 만해?
혹시 다시 한 번 보내줄래??!
확인했어
땡큐
나중에 봐!
하이
사이즈 어때?
그럼 몇 시가 좋아?
응응!"
2156,일상 대화,"하이
추천해줄 만해?
정확히 뭐가 필요한 거야?
확인했어
진짜 고마워
조심히 들어가
오랜만
그거 어디서 샀어?
혹시 다시 한 번 보내줄래??
넵 ㅎㅎ"
2157,일상 대화,"오랜만
지금 어디야??
오늘 저녁 시간 돼? ㅎㅎ
혹시 다시 한 번 보내줄래?
좋아
그럼 이따 연락할게
좋은 저녁
시간 괜찮아?
점심 뭐 먹을까??
혹시 다시 한 번 보내줄래?"
2158,일상 대화,"좋은 저녁
추천해줄 만해?
정확히 뭐가 필요한 거야?
넵!
덕분에 살았다
조심히 들어가
하이
가격 괜찮아??
그럼 몇 시가 좋아??
오케이"
2159,일상 대화,"좋은 저녁
그거 어디서 샀어??
그럼 몇 시가 좋아??
오케이
덕분에 살았다
좋은 하루 보내 ㅎㅎ
하이
그거 어디서 샀어?
정확히 뭐가 필요한 거야?
넵"
2160,일상 대화,"하이
스터디 언제 할래?
그거 말한 거 맞지?
좋아
고마워!
그럼 이따 연락할게
좋은 저녁
시험 범위 정리했어?
장소는 어디로 할까?? ㅎㅎ
오케이"
2161,일상 대화,"안녕
이번 주 마감 괜찮겠어??
그거 말한 거 맞지?
확인했어
고마워!
나중에 봐
오랜만
회의 자료 다 됐어?
그거 말한 거 맞지?!
알겠어
땡큐"
2162,일상 대화,"하이
회의 자료 다 됐어??
그거 말한 거 맞지??
좋아
감사합니다
나중에 봐
안녕
회의 자료 다 됐어?
혹시 다시 한 번 보내줄래?
오케이
땡큐"
2163,일상 대화,"좋은 아침
그 건 일정 어떻게 돼? ㅎㅎ
혹시 다시 한 번 보내줄래?!
알겠어
진짜 고마워
좋은 하루 보내
안녕
파일 공유해줄 수 있어?
장소는 어디로 할까?? ㅎㅎ
오케이"
2164,일상 대화,"좋은 저녁
스터디 언제 할래?
그거 말한 거 맞지??
좋아!
덕분에 살았다
좋은 하루 보내
오랜만
교수님 공지 봤어?
그거 말한 거 맞지?
확인했어
진짜 고마워
좋은 하루 보내"
2165,일상 대화,"안녕하세요
배송은 빨라?
장소는 어디로 할까?
확인했어
덕분에 살았다
조심히 들어가
안녕
배송은 빨라?
혹시 다시 한 번 보내줄래?
확인했어!"
2166,일상 대화,"좋은 저녁
사이즈 어때?
그럼 몇 시가 좋아? ㅎㅎ
응응
고마워!
좋은 하루 보내
오랜만
그거 어디서 샀어? ㅎㅎ
정확히 뭐가 필요한 거야?
응응"
2167,일상 대화,"좋은 아침 ㅎㅎ
교수님 공지 봤어? ㅎㅎ
그럼 몇 시가 좋아?
응응
감사합니다
조심히 들어가
좋은 아침
교수님 공지 봤어?
정확히 뭐가 필요한 거야?
좋아"
2168,일상 대화,"하이
스터디 언제 할래?
그거 말한 거 맞지?
넵!
감사합니다 ㅎㅎ
내일 보자
좋은 아침
스터디 언제 할래??
그거 말한 거 맞지?"
2169,일상 대화,"안녕
뭐 해?
주말에 뭐 할 거야??
그거 말한 거 맞지??
알겠어
나중에 봐
좋은 아침
오늘 일정 어때?
주말에 뭐 할 거야?
그럼 몇 시가 좋아?!"
2170,일상 대화,"좋은 아침
지금 어디야?
오늘 저녁 시간 돼??
정확히 뭐가 필요한 거야?
응응 ㅎㅎ
그럼 이따 연락할게
오랜만
뭐 해?
주말에 뭐 할 거야?!
정확히 뭐가 필요한 거야?"
2171,일상 대화,"좋은 저녁 ㅎㅎ
지금 어디야?
주말에 뭐 할 거야?
그럼 몇 시가 좋아??
응응 ㅎㅎ
조심히 들어가
안녕
바빠?
내일 잠깐 볼 수 있어?
그럼 몇 시가 좋아??"
2172,일상 대화,"좋은 아침
이번 주 마감 괜찮겠어?!
혹시 다시 한 번 보내줄래? ㅎㅎ
오케이
감사합니다
좋은 하루 보내
좋은 아침
오늘까지 가능해??
혹시 다시 한 번 보내줄래??
응응"
2173,일상 대화,"좋은 저녁
오늘 춥다!
시간 괜찮아?
내일 잠깐 볼 수 있어??
확인했어
내일 보자
좋은 저녁 ㅎㅎ
비 온대
바빠?
점심 뭐 먹을까? ㅎㅎ"
2174,일상 대화,"좋은 저녁!
파일 공유해줄 수 있어??
그거 말한 거 맞지?
좋아
고마워!
나중에 봐
하이
오늘까지 가능해??
정확히 뭐가 필요한 거야? ㅎㅎ
좋아
고마워!"
2175,일상 대화,"좋은 아침
파일 공유해줄 수 있어??
장소는 어디로 할까?
응응
진짜 고마워
나중에 봐
좋은 아침
오늘까지 가능해? ㅎㅎ
혹시 다시 한 번 보내줄래?
응응"
2176,일상 대화,"오랜만
수업 자료 봤어?
그럼 몇 시가 좋아?
알겠어
진짜 고마워
그럼 이따 연락할게
안녕 ㅎㅎ
스터디 언제 할래??
장소는 어디로 할까? ㅎㅎ"
2177,일상 대화,"좋은 저녁
그거 어디서 샀어?
그럼 몇 시가 좋아?
넵
고마워!
내일 보자
안녕하세요
추천해줄 만해?
정확히 뭐가 필요한 거야??
알겠어"
2178,일상 대화,"안녕
교수님 공지 봤어??
그럼 몇 시가 좋아??
응응
덕분에 살았다
조심히 들어가
안녕
교수님 공지 봤어?
그거 말한 거 맞지?
좋아"
2179,일상 대화,"좋은 아침
비 온대 ㅎㅎ
바빠?!
내일 잠깐 볼 수 있어?
넵
내일 보자
하이
날씨 진짜 좋다
뭐 해?!
커피 한 잔 할래??
넵 ㅎㅎ
좋은 하루 보내 ㅎㅎ"
2180,일상 대화,"좋은 아침
바빠?
내일 잠깐 볼 수 있어?!
정확히 뭐가 필요한 거야?!
확인했어
좋은 하루 보내
하이
바빠?
점심 뭐 먹을까?
그럼 몇 시가 좋아?"
2181,일상 대화,"좋은 아침
오늘 춥다
뭐 해?
점심 뭐 먹을까??
오케이
조심히 들어가
안녕 ㅎㅎ
비 온대
뭐 해?
커피 한 잔 할래?? ㅎㅎ"
2182,일상 대화,"좋은 저녁 ㅎㅎ
오늘 일정 어때?
점심 뭐 먹을까??!
정확히 뭐가 필요한 거야??
알겠어
그럼 이따 연락할게 ㅎㅎ
안녕하세요
오늘 일정 어때?
커피 한 잔 할래?
혹시 다시 한 번 보내줄래?
알겠어"
2183,일상 대화,"좋은 아침
수업 자료 봤어??
장소는 어디로 할까?
넵
감사합니다
내일 보자
좋은 저녁
시험 범위 정리했어?"
2184,일상 대화,"오랜만
스터디 언제 할래?
그럼 몇 시가 좋아? ㅎㅎ
알겠어
땡큐
나중에 봐
안녕하세요 ㅎㅎ
과제 어디까지 했어??"
2185,일상 대화,"좋은 아침
파일 공유해줄 수 있어??
정확히 뭐가 필요한 거야?
오케이 ㅎㅎ
덕분에 살았다 ㅎㅎ
좋은 하루 보내 ㅎㅎ
안녕
회의 자료 다 됐어??
혹시 다시 한 번 보내줄래?
응응"
2186,일상 대화,"오랜만
추천해줄 만해?
정확히 뭐가 필요한 거야?
알겠어!
고마워!
좋은 하루 보내
안녕
사이즈 어때?
혹시 다시 한 번 보내줄래? ㅎㅎ"
2187,일상 대화,"안녕 ㅎㅎ
회의 자료 다 됐어?
정확히 뭐가 필요한 거야?? ㅎㅎ
좋아
땡큐
그럼 이따 연락할게
오랜만!
회의 자료 다 됐어??
정확히 뭐가 필요한 거야?
확인했어
땡큐
조심히 들어가
좋은 아침
이번 주 마감 괜찮겠어?
장소는 어디로 할까??
확인했어"
2188,일상 대화,"좋은 아침
지금 어디야??
커피 한 잔 할래?
혹시 다시 한 번 보내줄래??
좋아
조심히 들어가
오랜만!
지금 어디야? ㅎㅎ
주말에 뭐 할 거야?
정확히 뭐가 필요한 거야?"
2189,일상 대화,"안녕
추천해줄 만해? ㅎㅎ!
장소는 어디로 할까??
알겠어
감사합니다
그럼 이따 연락할게
안녕
사이즈 어때??
그거 말한 거 맞지?
응응"
2190,일상 대화,"오랜만
이번 주 마감 괜찮겠어?
그럼 몇 시가 좋아??
오케이
땡큐 ㅎㅎ
나중에 봐 ㅎㅎ
하이
이번 주 마감 괜찮겠어??
정확히 뭐가 필요한 거야?
오케이!"
2191,일상 대화,"안녕
가격 괜찮아??
정확히 뭐가 필요한 거야?
좋아
땡큐
조심히 들어가
하이
추천해줄 만해??!
그럼 몇 시가 좋아?
넵"
2192,일상 대화,"좋은 저녁
바빠?
오늘 저녁 시간 돼?
장소는 어디로 할까??
응응!
그럼 이따 연락할게
안녕하세요
뭐 해? ㅎㅎ
점심 뭐 먹을까?
혹시 다시 한 번 보내줄래?"
2193,일상 대화,"하이
시간 괜찮아??
점심 뭐 먹을까?
혹시 다시 한 번 보내줄래?
오케이
그럼 이따 연락할게
안녕
오늘 일정 어때?
점심 뭐 먹을까??
그거 말한 거 맞지??"
2194,일상 대화,"좋은 저녁
오늘 일정 어때??!
주말에 뭐 할 거야??
정확히 뭐가 필요한 거야? ㅎㅎ
넵
좋은 하루 보내
안녕하세요
시간 괜찮아?
주말에 뭐 할 거야?
혹시 다시 한 번 보내줄래?"
2195,일상 대화,"좋은 저녁
사이즈 어때??
혹시 다시 한 번 보내줄래??
확인했어
고마워!
그럼 이따 연락할게
좋은 저녁
그거 어디서 샀어??
혹시 다시 한 번 보내줄래??
넵"
2196,일상 대화,"하이
비 온대
시간 괜찮아? ㅎㅎ
커피 한 잔 할래?
오케이
좋은 하루 보내
하이!
비 온대
뭐 해??
커피 한 잔 할래??"
2197,일상 대화,"좋은 저녁!
추천해줄 만해??
그거 말한 거 맞지?
좋아
진짜 고마워
내일 보자 ㅎㅎ
안녕
사이즈 어때??
혹시 다시 한 번 보내줄래??
알겠어"
2198,일상 대화,"오랜만
교수님 공지 봤어??
혹시 다시 한 번 보내줄래?
알겠어
덕분에 살았다
나중에 봐
하이 ㅎㅎ
스터디 언제 할래?
장소는 어디로 할까??
넵"
2199,일상 대화,"좋은 아침
시험 범위 정리했어?
그럼 몇 시가 좋아?
확인했어
땡큐 ㅎㅎ
내일 보자
안녕
교수님 공지 봤어?
그럼 몇 시가 좋아?
알겠어"
2200,일상 대화,"안녕하세요
파일 공유해줄 수 있어?
그럼 몇 시가 좋아??
오케이
고마워!
나중에 봐
안녕하세요
그 건 일정 어떻게 돼?
혹시 다시 한 번 보내줄래?
오케이"
2201,일상 대화,"좋은 아침
수업 자료 봤어?
그럼 몇 시가 좋아?
오케이
덕분에 살았다
나중에 봐
안녕
교수님 공지 봤어?
정확히 뭐가 필요한 거야?
좋아"
2202,일상 대화,"좋은 저녁
시간 괜찮아? ㅎㅎ
커피 한 잔 할래? ㅎㅎ
그럼 몇 시가 좋아?
오케이
좋은 하루 보내
오랜만
바빠?
커피 한 잔 할래??
혹시 다시 한 번 보내줄래??"
2203,일상 대화,"오랜만
시간 괜찮아??
커피 한 잔 할래?
그럼 몇 시가 좋아?
좋아!
그럼 이따 연락할게
안녕
시간 괜찮아??
주말에 뭐 할 거야?
장소는 어디로 할까?"
2204,일상 대화,"오랜만
오늘 춥다
바빠?
내일 잠깐 볼 수 있어??
넵
나중에 봐
안녕하세요
날씨 진짜 좋다
바빠? ㅎㅎ
커피 한 잔 할래? ㅎㅎ"
2205,일상 대화,"하이
파일 공유해줄 수 있어?!
장소는 어디로 할까?
좋아
진짜 고마워
나중에 봐
좋은 저녁
오늘까지 가능해?
혹시 다시 한 번 보내줄래??
좋아 ㅎㅎ"
2206,일상 대화,"좋은 저녁
지금 어디야?!
내일 잠깐 볼 수 있어?!
그거 말한 거 맞지??
좋아 ㅎㅎ
내일 보자
안녕하세요
지금 어디야?
오늘 저녁 시간 돼?
그거 말한 거 맞지??"
2207,일상 대화,"좋은 아침
오늘 일정 어때??
점심 뭐 먹을까??
정확히 뭐가 필요한 거야?
알겠어
나중에 봐
안녕
시간 괜찮아?
커피 한 잔 할래?
그럼 몇 시가 좋아?"
2208,일상 대화,"안녕하세요
사이즈 어때?
그럼 몇 시가 좋아?
확인했어
감사합니다
좋은 하루 보내
하이
배송은 빨라?
그거 말한 거 맞지?
오케이"
2209,일상 대화,"오랜만 ㅎㅎ
뭐 해??!
오늘 저녁 시간 돼?
장소는 어디로 할까?
오케이!
내일 보자
오랜만
지금 어디야?
내일 잠깐 볼 수 있어?
혹시 다시 한 번 보내줄래??"
2210,일상 대화,"안녕하세요
오늘 춥다!
바빠??!
오늘 저녁 시간 돼? ㅎㅎ!
좋아
조심히 들어가
안녕하세요
비 온대
바빠??
커피 한 잔 할래??
좋아
조심히 들어가"
2211,일상 대화,"하이
추천해줄 만해?
그거 말한 거 맞지?
확인했어
진짜 고마워
나중에 봐
좋은 저녁
추천해줄 만해??
그럼 몇 시가 좋아??
응응"
2212,일상 대화,"오랜만
파일 공유해줄 수 있어?
혹시 다시 한 번 보내줄래?
응응
땡큐
조심히 들어가
안녕하세요
그 건 일정 어떻게 돼??
장소는 어디로 할까?
알겠어"
2213,일상 대화,"오랜만
날씨 진짜 좋다
시간 괜찮아??
오늘 저녁 시간 돼?
오케이
조심히 들어가
오랜만
비 온대
지금 어디야??"
